interval_start,call_volume,aht_seconds,agents_present
2025-05-05 17:15:00,20,230.1679612419871,3
2025-05-05 17:30:00,20,240.7274755113601,3
2025-05-05 17:45:00,20,272.36535700392704,1
2025-05-05 18:00:00,20,241.2980264513035,1
2025-05-05 18:15:00,20,194.22317719400795,2
2025-05-05 18:30:00,20,210.78875681846912,1
2025-05-05 18:45:00,20,259.1659282407188,1
2025-05-05 19:00:00,21,247.68705394830243,1
2025-05-05 19:15:00,22,228.485966368528,2
2025-05-05 19:30:00,22,265.0551206018937,1
2025-05-05 19:45:00,23,249.6751566125211,2
2025-05-05 20:00:00,24,250.30547113853268,3
2025-05-05 20:15:00,26,239.83896864752867,2
2025-05-05 20:30:00,27,253.33979484330243,1
2025-05-05 20:45:00,28,255.89007060046305,4
2025-05-05 21:00:00,30,255.06651021902653,4
2025-05-05 21:15:00,31,267.7923501092319,4
2025-05-05 21:30:00,33,271.67490501892013,3
2025-05-05 21:45:00,34,269.5252005427879,1
2025-05-05 22:00:00,36,303.61703980838035,1
2025-05-05 22:15:00,38,278.2012278235748,4
2025-05-05 22:30:00,40,278.9008018001803,2
2025-05-05 22:45:00,42,278.3541413193263,3
2025-05-05 23:00:00,44,286.1552366364975,5
2025-05-05 23:15:00,46,296.52769283554477,4
2025-05-05 23:30:00,48,300.0438871054641,3
2025-05-05 23:45:00,49,323.6198905649406,3
2025-05-06 00:00:00,50,308.7055347842746,2
2025-05-06 00:15:00,51,309.28872300454987,3
2025-05-06 00:30:00,53,298.9395306515165,4
2025-05-06 00:45:00,55,338.3514350263793,5
2025-05-06 01:00:00,57,297.6352684176426,3
2025-05-06 01:15:00,59,297.0264217334218,4
2025-05-06 01:30:00,61,301.2505245522002,7
2025-05-06 01:45:00,63,323.2614031453914,6
2025-05-06 02:00:00,65,320.08855553587466,3
2025-05-06 02:15:00,66,376.0405026381746,4
2025-05-06 02:30:00,68,361.98331720103005,7
2025-05-06 02:45:00,69,334.0938520130414,4
2025-05-06 03:00:00,71,311.10899485241873,4
2025-05-06 03:15:00,72,348.5020605908781,4
2025-05-06 03:30:00,73,368.87875123930655,7
2025-05-06 03:45:00,75,366.6293525230532,7
2025-05-06 04:00:00,76,356.5225332881397,5
2025-05-06 04:15:00,77,386.3244774895597,7
2025-05-06 04:30:00,77,345.4578403119908,5
2025-05-06 04:45:00,78,347.40356536276767,6
2025-05-06 05:00:00,78,339.41236283792955,5
2025-05-06 05:15:00,79,306.65858130271005,6
2025-05-06 05:30:00,79,372.8330901111456,6
2025-05-06 05:45:00,79,345.7412069861884,8
2025-05-06 06:00:00,79,320.511402618439,5
2025-05-06 06:15:00,79,351.24668256604974,6
2025-05-06 06:30:00,79,356.7237966820885,7
2025-05-06 06:45:00,79,375.42957619212194,4
2025-05-06 07:00:00,78,354.98050125127196,7
2025-05-06 07:15:00,78,338.58200880626634,8
2025-05-06 07:30:00,77,348.79813682849425,5
2025-05-06 07:45:00,76,341.2397347647009,4
2025-05-06 08:00:00,75,391.18052558943907,4
2025-05-06 08:15:00,74,361.6256384043132,6
2025-05-06 08:30:00,73,340.2624389865334,5
2025-05-06 08:45:00,72,353.8329520068345,7
2025-05-06 09:00:00,70,321.40969655436356,6
2025-05-06 09:15:00,69,328.2454321197694,7
2025-05-06 09:30:00,67,339.013798021674,5
2025-05-06 09:45:00,65,342.5898183845832,6
2025-05-06 10:00:00,64,328.9355051176771,4
2025-05-06 10:15:00,62,319.28000942898024,7
2025-05-06 10:30:00,60,331.45216021270437,7
2025-05-06 10:45:00,58,334.339106251778,6
2025-05-06 11:00:00,56,345.1134203238066,2
2025-05-06 11:15:00,54,289.57690031711473,5
2025-05-06 11:30:00,52,327.0119539655354,2
2025-05-06 11:45:00,50,311.3408168826216,2
2025-05-06 12:00:00,49,263.6659698972474,6
2025-05-06 12:15:00,47,329.80593045056753,4
2025-05-06 12:30:00,45,267.4561827963779,4
2025-05-06 12:45:00,43,282.8519146821268,5
2025-05-06 13:00:00,41,291.63743321301865,5
2025-05-06 13:15:00,39,268.0950750592436,5
2025-05-06 13:30:00,37,318.23631263932333,4
2025-05-06 13:45:00,35,290.37048012893786,1
2025-05-06 14:00:00,34,277.55289324163425,2
2025-05-06 14:15:00,32,273.4974557502654,4
2025-05-06 14:30:00,30,265.5256231926887,4
2025-05-06 14:45:00,29,294.97704985841955,2
2025-05-06 15:00:00,27,286.76363959858173,3
2025-05-06 15:15:00,26,305.4372262915316,3
2025-05-06 15:30:00,25,235.57157891685668,1
2025-05-06 15:45:00,24,249.93117838420594,1
2025-05-06 16:00:00,23,275.61856581085806,1
2025-05-06 16:15:00,22,249.10892994677113,1
2025-05-06 16:30:00,21,292.0772376155048,3
2025-05-06 16:45:00,21,226.83017273944088,1
2025-05-06 17:00:00,20,267.2028652937318,2
2025-05-06 17:15:00,20,241.5402386035686,1
2025-05-06 17:30:00,20,250.67524479901795,2
2025-05-06 17:45:00,20,263.7132178552094,2
2025-05-06 18:00:00,20,236.58623051928103,1
2025-05-06 18:15:00,20,170.73389343906734,1
2025-05-06 18:30:00,20,246.86525070334903,3
2025-05-06 18:45:00,20,240.76243161689288,1
2025-05-06 19:00:00,21,263.4615311047933,3
2025-05-06 19:15:00,22,264.7491648426928,1
2025-05-06 19:30:00,22,221.4929667650071,3
2025-05-06 19:45:00,23,238.02769935756808,1
2025-05-06 20:00:00,24,240.5705926037404,3
2025-05-06 20:15:00,26,252.41332546381207,1
2025-05-06 20:30:00,27,241.7005886609727,3
2025-05-06 20:45:00,28,218.74637132563817,2
2025-05-06 21:00:00,30,287.4115799059911,1
2025-05-06 21:15:00,31,271.3208704798124,2
2025-05-06 21:30:00,33,273.91390089469706,3
2025-05-06 21:45:00,34,275.6972698878664,4
2025-05-06 22:00:00,36,288.38921509460465,1
2025-05-06 22:15:00,38,252.73539703716438,3
2025-05-06 22:30:00,40,268.9182954681465,3
2025-05-06 22:45:00,42,296.40101413654446,3
2025-05-06 23:00:00,44,282.8368239778497,3
2025-05-06 23:15:00,46,296.3669506043469,1
2025-05-06 23:30:00,48,303.65033063140874,3
2025-05-06 23:45:00,49,295.5353866766984,4
2025-05-07 00:00:00,50,338.4324782240552,3
2025-05-07 00:15:00,52,311.1290095148899,3
2025-05-07 00:30:00,53,289.8929225591464,2
2025-05-07 00:45:00,55,285.7855526598466,3
2025-05-07 01:00:00,57,293.698034525624,6
2025-05-07 01:15:00,59,308.7916954483687,4
2025-05-07 01:30:00,61,307.3812280597478,6
2025-05-07 01:45:00,63,352.8579400393064,4
2025-05-07 02:00:00,65,336.4922260332633,3
2025-05-07 02:15:00,66,310.3762972117865,6
2025-05-07 02:30:00,68,321.6267651912666,6
2025-05-07 02:45:00,69,347.7766473088941,5
2025-05-07 03:00:00,71,308.97781359398755,7
2025-05-07 03:15:00,72,361.6676120161247,8
2025-05-07 03:30:00,73,350.4838027284392,7
2025-05-07 03:45:00,75,374.2604087311897,6
2025-05-07 04:00:00,76,341.9963020636019,8
2025-05-07 04:15:00,77,340.61453728919093,6
2025-05-07 04:30:00,77,377.9095224617206,7
2025-05-07 04:45:00,78,334.3723335038323,7
2025-05-07 05:00:00,79,318.68825078764525,5
2025-05-07 05:15:00,79,335.9502596851739,6
2025-05-07 05:30:00,79,360.9883520688076,8
2025-05-07 05:45:00,79,377.9066295889335,7
2025-05-07 06:00:00,79,410.309826811957,7
2025-05-07 06:15:00,79,378.95892578825635,5
2025-05-07 06:30:00,79,367.60968562036817,7
2025-05-07 06:45:00,79,377.9640104583762,4
2025-05-07 07:00:00,78,369.3910771405299,4
2025-05-07 07:15:00,78,332.44372142854417,6
2025-05-07 07:30:00,77,346.63461978858714,6
2025-05-07 07:45:00,76,355.4169648490913,5
2025-05-07 08:00:00,75,390.2040962539488,8
2025-05-07 08:15:00,74,369.2906919207051,5
2025-05-07 08:30:00,73,354.0860248490948,7
2025-05-07 08:45:00,72,343.3866270985255,5
2025-05-07 09:00:00,70,325.28951246681106,4
2025-05-07 09:15:00,69,327.4693446263424,7
2025-05-07 09:30:00,67,338.3496106271584,6
2025-05-07 09:45:00,65,347.04922016644116,5
2025-05-07 10:00:00,64,331.7532667407653,6
2025-05-07 10:15:00,62,353.293658244877,4
2025-05-07 10:30:00,60,345.64671439017246,4
2025-05-07 10:45:00,58,318.95528057565207,3
2025-05-07 11:00:00,56,317.48773224011455,3
2025-05-07 11:15:00,54,317.7298180255105,5
2025-05-07 11:30:00,52,335.3879350587804,4
2025-05-07 11:45:00,50,280.4272747769739,5
2025-05-07 12:00:00,49,319.1431273159156,2
2025-05-07 12:15:00,47,313.1038691823759,1
2025-05-07 12:30:00,45,292.00721770086074,1
2025-05-07 12:45:00,43,284.71821768643537,2
2025-05-07 13:00:00,41,264.43999803425515,4
2025-05-07 13:15:00,39,253.580785919466,2
2025-05-07 13:30:00,37,303.9437242923475,2
2025-05-07 13:45:00,35,265.20448886325755,1
2025-05-07 14:00:00,34,260.9200192816877,3
2025-05-07 14:15:00,32,267.755741650569,2
2025-05-07 14:30:00,30,267.7645691729978,4
2025-05-07 14:45:00,29,242.84090642145344,1
2025-05-07 15:00:00,27,264.57947744109833,3
2025-05-07 15:15:00,26,251.3488693108882,4
2025-05-07 15:30:00,25,272.3211859809756,4
2025-05-07 15:45:00,24,257.9788345660045,2
2025-05-07 16:00:00,23,251.4464001645195,2
2025-05-07 16:15:00,22,232.48555668638772,2
2025-05-07 16:30:00,21,236.06630775433464,1
2025-05-07 16:45:00,21,272.76543289274247,3
2025-05-07 17:00:00,20,214.58125141877179,1
2025-05-07 17:15:00,20,239.5140906548251,3
2025-05-07 17:30:00,20,245.9912298470143,1
2025-05-07 17:45:00,20,247.01226443568524,1
2025-05-07 18:00:00,20,225.3130684432058,2
2025-05-07 18:15:00,20,261.6070821897719,1
2025-05-07 18:30:00,20,253.21939667035983,1
2025-05-07 18:45:00,20,248.6897287850146,3
2025-05-07 19:00:00,21,226.2052789395354,2
2025-05-07 19:15:00,22,243.37587013244257,3
2025-05-07 19:30:00,22,228.2706831194066,1
2025-05-07 19:45:00,23,243.94489254086218,2
2025-05-07 20:00:00,24,252.09974145900463,1
2025-05-07 20:15:00,26,261.9568015139531,4
2025-05-07 20:30:00,27,252.30540510816567,2
2025-05-07 20:45:00,28,231.89620903572754,1
2025-05-07 21:00:00,30,249.98710936372962,1
2025-05-07 21:15:00,31,288.2586218629585,2
2025-05-07 21:30:00,33,266.4784024300225,2
2025-05-07 21:45:00,34,253.46406443614015,4
2025-05-07 22:00:00,36,251.30105878233195,2
2025-05-07 22:15:00,38,256.7678541961486,5
2025-05-07 22:30:00,40,279.3396684949257,3
2025-05-07 22:45:00,42,274.8895809256615,4
2025-05-07 23:00:00,44,333.9919067046905,2
2025-05-07 23:15:00,46,300.6099787472016,4
2025-05-07 23:30:00,48,318.9889764101402,2
2025-05-07 23:45:00,49,280.2325763394547,6
2025-05-08 00:00:00,50,293.8557453423744,6
2025-05-08 00:15:00,51,300.7362331332548,4
2025-05-08 00:30:00,53,303.20966537623343,2
2025-05-08 00:45:00,55,320.745182727454,4
2025-05-08 01:00:00,57,339.88268265478854,6
2025-05-08 01:15:00,59,270.74741294451115,4
2025-05-08 01:30:00,61,361.87229814083406,6
2025-05-08 01:45:00,63,322.73609667717704,3
2025-05-08 02:00:00,65,302.25354160379084,7
2025-05-08 02:15:00,66,354.5518204071689,4
2025-05-08 02:30:00,68,331.79888433240524,6
2025-05-08 02:45:00,69,328.4537059779427,4
2025-05-08 03:00:00,71,365.1131161985144,6
2025-05-08 03:15:00,72,332.6091369814782,7
2025-05-08 03:30:00,73,361.83241575590665,7
2025-05-08 03:45:00,75,354.7082481670731,7
2025-05-08 04:00:00,76,354.65874092767234,8
2025-05-08 04:15:00,77,353.5274985952052,5
2025-05-08 04:30:00,77,359.38298719367225,7
2025-05-08 04:45:00,78,349.29785615312744,5
2025-05-08 05:00:00,79,370.76323752361003,7
2025-05-08 05:15:00,79,348.6745026936244,6
2025-05-08 05:30:00,79,357.2473367223935,4
2025-05-08 05:45:00,79,365.08081597326526,4
2025-05-08 06:00:00,79,349.16557471335955,4
2025-05-08 06:15:00,79,339.18593537986953,6
2025-05-08 06:30:00,79,372.7421533202312,5
2025-05-08 06:45:00,79,349.06038425508433,7
2025-05-08 07:00:00,78,362.9339399470518,6
2025-05-08 07:15:00,78,381.28259910278143,8
2025-05-08 07:30:00,77,318.61439404267304,4
2025-05-08 07:45:00,76,388.1087067461491,7
2025-05-08 08:00:00,75,341.39850277978763,4
2025-05-08 08:15:00,74,360.41271653055446,6
2025-05-08 08:30:00,73,319.4891863074276,8
2025-05-08 08:45:00,72,363.09914970904214,5
2025-05-08 09:00:00,70,341.11429631088373,4
2025-05-08 09:15:00,69,363.09978536029337,7
2025-05-08 09:30:00,67,340.0198617020744,7
2025-05-08 09:45:00,65,326.5177312824855,3
2025-05-08 10:00:00,64,310.4791155806509,6
2025-05-08 10:15:00,62,347.1124583349359,3
2025-05-08 10:30:00,60,340.7665869490711,6
2025-05-08 10:45:00,58,294.19468903305227,6
2025-05-08 11:00:00,56,337.7609242812714,6
2025-05-08 11:15:00,54,335.00572554024143,5
2025-05-08 11:30:00,52,291.39643704237494,2
2025-05-08 11:45:00,50,309.67592081999743,3
2025-05-08 12:00:00,49,287.90039277125214,5
2025-05-08 12:15:00,47,313.3651613079402,1
2025-05-08 12:30:00,45,284.17414384628086,3
2025-05-08 12:45:00,43,310.97607648297605,1
2025-05-08 13:00:00,41,272.6840166069415,2
2025-05-08 13:15:00,39,268.7662674905782,1
2025-05-08 13:30:00,37,236.56406218407585,1
2025-05-08 13:45:00,35,275.5989381763656,4
2025-05-08 14:00:00,34,274.680583722296,2
2025-05-08 14:15:00,32,266.1893932257291,1
2025-05-08 14:30:00,30,288.87275548451555,1
2025-05-08 14:45:00,29,286.30752135537324,1
2025-05-08 15:00:00,27,250.91271315293307,3
2025-05-08 15:15:00,26,253.69712664613436,1
2025-05-08 15:30:00,25,262.4239805108599,1
2025-05-08 15:45:00,24,250.95448009804446,1
2025-05-08 16:00:00,23,227.36620774882678,2
2025-05-08 16:15:00,22,229.23915771346304,2
2025-05-08 16:30:00,21,283.31600466263865,1
2025-05-08 16:45:00,21,244.25458647016046,2
2025-05-08 17:00:00,20,220.9546219786461,3
2025-05-08 17:15:00,20,269.4208876039306,1
2025-05-08 17:30:00,20,228.39494074914234,1
2025-05-08 17:45:00,20,234.22349652080982,2
2025-05-08 18:00:00,20,257.25097910184354,1
2025-05-08 18:15:00,20,253.17701377760847,3
2025-05-08 18:30:00,20,216.89568601294883,1
2025-05-08 18:45:00,20,228.11299830964506,2
2025-05-08 19:00:00,21,228.64325299279398,1
2025-05-08 19:15:00,22,234.18468745028088,1
2025-05-08 19:30:00,22,272.468069514901,2
2025-05-08 19:45:00,23,238.48089995983403,3
2025-05-08 20:00:00,24,252.88570086388157,1
2025-05-08 20:15:00,26,242.63730625375865,3
2025-05-08 20:30:00,27,257.10435963648825,4
2025-05-08 20:45:00,28,275.0555020235728,2
2025-05-08 21:00:00,30,233.18002203302007,2
2025-05-08 21:15:00,31,272.8457854048803,3
2025-05-08 21:30:00,33,297.6316951185331,4
2025-05-08 21:45:00,34,297.07017852233673,1
2025-05-08 22:00:00,36,237.1082900587801,1
2025-05-08 22:15:00,38,272.7840874150408,3
2025-05-08 22:30:00,40,262.2390429425895,3
2025-05-08 22:45:00,42,285.87669687192715,3
2025-05-08 23:00:00,44,281.90777634682007,1
2025-05-08 23:15:00,46,253.1407364597586,5
2025-05-08 23:30:00,48,277.17284497389943,3
2025-05-08 23:45:00,49,292.75880183507036,4
2025-05-09 00:00:00,50,261.8617016094475,6
2025-05-09 00:15:00,51,310.1670463753915,4
2025-05-09 00:30:00,53,332.0393169723129,3
2025-05-09 00:45:00,55,313.5360113644227,4
2025-05-09 01:00:00,57,315.6798766531727,3
2025-05-09 01:15:00,59,306.6014436590041,6
2025-05-09 01:30:00,61,287.83101112269753,6
2025-05-09 01:45:00,63,361.6895946427168,7
2025-05-09 02:00:00,65,360.87441104658586,4
2025-05-09 02:15:00,66,338.74340039232163,7
2025-05-09 02:30:00,68,329.7585147931163,6
2025-05-09 02:45:00,69,336.6959170215296,3
2025-05-09 03:00:00,71,353.6559087096291,4
2025-05-09 03:15:00,72,331.28880506045897,5
2025-05-09 03:30:00,73,364.7824945580227,8
2025-05-09 03:45:00,75,363.3871209596398,4
2025-05-09 04:00:00,76,337.389922886536,4
2025-05-09 04:15:00,76,361.56993805292944,4
2025-05-09 04:30:00,77,350.0267842299614,7
2025-05-09 04:45:00,78,366.4430241956099,7
2025-05-09 05:00:00,79,346.71060701269136,7
2025-05-09 05:15:00,79,383.27892018625164,6
2025-05-09 05:30:00,79,370.4896003364882,6
2025-05-09 05:45:00,79,356.0623403315465,7
2025-05-09 06:00:00,79,376.3458678023385,5
2025-05-09 06:15:00,79,381.67274652370577,6
2025-05-09 06:30:00,79,357.7901291833152,8
2025-05-09 06:45:00,79,377.0949132791628,5
2025-05-09 07:00:00,78,356.3752257503355,7
2025-05-09 07:15:00,78,378.1991116732872,7
2025-05-09 07:30:00,77,359.9154185684782,5
2025-05-09 07:45:00,76,360.60003587684935,4
2025-05-09 08:00:00,75,323.05062171457524,4
2025-05-09 08:15:00,74,360.27725473357293,4
2025-05-09 08:30:00,73,358.04413249886034,5
2025-05-09 08:45:00,72,394.7684032713948,4
2025-05-09 09:00:00,70,349.16426005186554,6
2025-05-09 09:15:00,69,313.8258288697531,4
2025-05-09 09:30:00,67,322.09544954032,7
2025-05-09 09:45:00,65,350.32297892443876,3
2025-05-09 10:00:00,64,351.6669832889559,5
2025-05-09 10:15:00,62,337.68111369154957,7
2025-05-09 10:30:00,60,348.38101604140655,5
2025-05-09 10:45:00,58,316.6544957518842,4
2025-05-09 11:00:00,56,325.3903063053822,5
2025-05-09 11:15:00,54,316.6131616116896,3
2025-05-09 11:30:00,52,314.4319735283818,3
2025-05-09 11:45:00,50,294.689241674203,3
2025-05-09 12:00:00,49,290.9120433908019,6
2025-05-09 12:15:00,47,305.3028278174747,5
2025-05-09 12:30:00,45,306.0573826487524,1
2025-05-09 12:45:00,43,277.4117967343455,4
2025-05-09 13:00:00,41,270.8984655120262,5
2025-05-09 13:15:00,39,278.00593163853654,5
2025-05-09 13:30:00,37,312.9490576409278,4
2025-05-09 13:45:00,35,248.66837347358614,1
2025-05-09 14:00:00,34,242.81871633952656,4
2025-05-09 14:15:00,32,316.0512496078004,4
2025-05-09 14:30:00,30,277.70265221408454,1
2025-05-09 14:45:00,29,288.3119563369141,4
2025-05-09 15:00:00,27,292.0754800901369,3
2025-05-09 15:15:00,26,216.22496724224516,1
2025-05-09 15:30:00,25,210.11050221218767,2
2025-05-09 15:45:00,24,235.0792762867403,1
2025-05-09 16:00:00,23,239.2975324283014,3
2025-05-09 16:15:00,22,260.1507792715108,1
2025-05-09 16:30:00,21,208.85028440831638,1
2025-05-09 16:45:00,21,256.9618770437719,1
2025-05-09 17:00:00,20,245.24193127286418,2
2025-05-09 17:15:00,20,212.0087439335431,1
2025-05-09 17:30:00,20,260.23299458906456,1
2025-05-09 17:45:00,20,248.11085864376912,3
2025-05-09 18:00:00,20,271.8505044400107,3
2025-05-09 18:15:00,20,238.03493241056609,2
2025-05-09 18:30:00,20,245.81811341473482,1
2025-05-09 18:45:00,20,233.04061407928288,1
2025-05-09 19:00:00,21,259.16929004336777,1
2025-05-09 19:15:00,22,274.2774790325611,1
2025-05-09 19:30:00,22,286.69284088489064,1
2025-05-09 19:45:00,23,220.1505432322439,3
2025-05-09 20:00:00,24,246.95808837568723,3
2025-05-09 20:15:00,26,307.5122299949644,1
2025-05-09 20:30:00,27,242.14046624578867,1
2025-05-09 20:45:00,28,240.63181832943496,4
2025-05-09 21:00:00,30,254.20601658904877,1
2025-05-09 21:15:00,31,246.1584131222732,1
2025-05-09 21:30:00,33,247.18017424686073,2
2025-05-09 21:45:00,34,285.07868899282397,4
2025-05-09 22:00:00,36,292.7579292221509,1
2025-05-09 22:15:00,38,267.2161810602432,3
2025-05-09 22:30:00,40,287.4980112137018,1
2025-05-09 22:45:00,42,263.41053254908724,5
2025-05-09 23:00:00,44,279.74276271652656,4
2025-05-09 23:15:00,46,298.57617358630137,4
2025-05-09 23:30:00,48,298.60952173841673,6
2025-05-09 23:45:00,49,325.8707689762674,2
2025-05-10 00:00:00,35,328.4749289693987,1
2025-05-10 00:15:00,36,311.05192473987717,3
2025-05-10 00:30:00,37,297.2058344758891,5
2025-05-10 00:45:00,39,298.28902712201034,5
2025-05-10 01:00:00,40,339.64020533288493,3
2025-05-10 01:15:00,41,318.762548513768,5
2025-05-10 01:30:00,43,335.37436725199683,3
2025-05-10 01:45:00,44,307.16734599347643,3
2025-05-10 02:00:00,45,307.5283700058393,3
2025-05-10 02:15:00,46,337.4069323207128,3
2025-05-10 02:30:00,47,336.1516429840442,5
2025-05-10 02:45:00,48,342.5327409487517,5
2025-05-10 03:00:00,49,340.5895506691705,3
2025-05-10 03:15:00,50,362.4718258010365,6
2025-05-10 03:30:00,51,318.2404677319101,2
2025-05-10 03:45:00,52,335.69144153674875,2
2025-05-10 04:00:00,53,345.1204835610891,5
2025-05-10 04:15:00,54,350.9230703282394,5
2025-05-10 04:30:00,54,322.9150887613557,4
2025-05-10 04:45:00,54,371.75335898607875,3
2025-05-10 05:00:00,55,359.69291812530656,5
2025-05-10 05:15:00,55,354.7422891858312,6
2025-05-10 05:30:00,55,359.14344054543017,5
2025-05-10 05:45:00,55,335.43317374857,4
2025-05-10 06:00:00,55,406.47781391804205,6
2025-05-10 06:15:00,55,354.01888440959755,6
2025-05-10 06:30:00,55,324.9592081429773,5
2025-05-10 06:45:00,55,387.0334468854331,6
2025-05-10 07:00:00,55,350.5909965087243,4
2025-05-10 07:15:00,54,366.9233714496826,5
2025-05-10 07:30:00,54,358.92170882572793,3
2025-05-10 07:45:00,53,325.7049740437116,6
2025-05-10 08:00:00,52,335.96019848820123,6
2025-05-10 08:15:00,52,359.2615725257342,3
2025-05-10 08:30:00,51,347.74108278589097,6
2025-05-10 08:45:00,50,353.5018108026537,6
2025-05-10 09:00:00,49,357.2767492660451,4
2025-05-10 09:15:00,48,353.22808920353646,2
2025-05-10 09:30:00,47,308.59580978451675,4
2025-05-10 09:45:00,46,348.02744763158387,4
2025-05-10 10:00:00,44,323.2413416148708,3
2025-05-10 10:15:00,43,314.82355534271176,5
2025-05-10 10:30:00,42,289.9881365076676,4
2025-05-10 10:45:00,41,315.081668161091,3
2025-05-10 11:00:00,39,275.1295428212982,5
2025-05-10 11:15:00,38,321.75598750085487,3
2025-05-10 11:30:00,37,282.45898303622903,4
2025-05-10 11:45:00,35,298.1655152835026,4
2025-05-10 12:00:00,34,272.9793556572607,3
2025-05-10 12:15:00,32,264.72253845585817,1
2025-05-10 12:30:00,31,288.013217177519,1
2025-05-10 12:45:00,30,302.09742908923414,2
2025-05-10 13:00:00,28,283.8089773255264,4
2025-05-10 13:15:00,27,307.65152759191295,4
2025-05-10 13:30:00,26,244.47581947251518,1
2025-05-10 13:45:00,25,261.35805720437514,1
2025-05-10 14:00:00,23,289.6931542535399,3
2025-05-10 14:15:00,22,264.2160803164404,2
2025-05-10 14:30:00,21,226.9759273900279,1
2025-05-10 14:45:00,20,262.4734156203092,2
2025-05-10 15:00:00,19,236.66256324018352,3
2025-05-10 15:15:00,18,240.3188523919202,1
2025-05-10 15:30:00,17,265.4485878072468,3
2025-05-10 15:45:00,17,212.94293897668675,1
2025-05-10 16:00:00,16,245.22155911029887,3
2025-05-10 16:15:00,15,237.6346920417646,1
2025-05-10 16:30:00,15,251.69397609785946,1
2025-05-10 16:45:00,14,271.49594622662335,1
2025-05-10 17:00:00,14,224.58337398012367,3
2025-05-10 17:15:00,14,270.9260360269144,1
2025-05-10 17:30:00,14,261.58284065648195,1
2025-05-10 17:45:00,14,227.12788556473987,1
2025-05-10 18:00:00,14,261.37559887881014,1
2025-05-10 18:15:00,14,237.6816187256574,1
2025-05-10 18:30:00,14,264.40446302845845,1
2025-05-10 18:45:00,14,256.7432699672697,3
2025-05-10 19:00:00,15,255.15296975182255,1
2025-05-10 19:15:00,16,206.8074566914395,2
2025-05-10 19:30:00,16,264.19896595088795,1
